# Job,Month,RedTimeDays,AverageBuildTimeMinutes,JobUrl
chef-marketplace-trigger-release,2016-03,0.13,75.83,http://wilson.ci.chef.co/job/chef-marketplace-trigger-release/
chef-marketplace-trigger-release,2016-04,0.00,72.62,http://wilson.ci.chef.co/job/chef-marketplace-trigger-release/
chef-marketplace-trigger-release,2016-05,0.00,69.73,http://wilson.ci.chef.co/job/chef-marketplace-trigger-release/
chef-marketplace-trigger-release,2016-06,0.00,0.00,http://wilson.ci.chef.co/job/chef-marketplace-trigger-release/
chef-marketplace-trigger-release,2016-07,0.00,0.00,http://wilson.ci.chef.co/job/chef-marketplace-trigger-release/
chef-server-12-build,2015-12,14.29,0.00,http://wilson.ci.chef.co/job/chef-server-12-build/
chef-server-12-build,2016-01,30.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-build/
chef-server-12-build,2016-02,28.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-build/
chef-server-12-build,2016-03,30.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-build/
chef-server-12-build,2016-04,29.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-build/
chef-server-12-build,2016-05,30.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-build/
chef-server-12-build,2016-06,29.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-build/
chef-server-12-build,2016-07,28.11,0.00,http://wilson.ci.chef.co/job/chef-server-12-build/
chef-server-12-fips-trigger-ad_hoc,2015-12,2.44,143.22,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-ad_hoc/
chef-server-12-fips-trigger-ad_hoc,2016-01,11.98,111.23,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-ad_hoc/
chef-server-12-fips-trigger-ad_hoc,2016-02,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-ad_hoc/
chef-server-12-fips-trigger-ad_hoc,2016-03,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-ad_hoc/
chef-server-12-fips-trigger-ad_hoc,2016-04,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-ad_hoc/
chef-server-12-fips-trigger-ad_hoc,2016-05,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-ad_hoc/
chef-server-12-fips-trigger-ad_hoc,2016-06,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-ad_hoc/
chef-server-12-fips-trigger-ad_hoc,2016-07,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-ad_hoc/
chef-server-12-fips-trigger-git_poll,2015-12,14.24,0.00,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-git_poll/
chef-server-12-fips-trigger-git_poll,2016-01,24.83,90.30,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-git_poll/
chef-server-12-fips-trigger-git_poll,2016-02,3.48,86.16,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-git_poll/
chef-server-12-fips-trigger-git_poll,2016-03,1.92,87.62,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-git_poll/
chef-server-12-fips-trigger-git_poll,2016-04,0.15,89.08,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-git_poll/
chef-server-12-fips-trigger-git_poll,2016-05,0.00,92.97,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-git_poll/
chef-server-12-fips-trigger-git_poll,2016-06,0.09,93.14,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-git_poll/
chef-server-12-fips-trigger-git_poll,2016-07,1.45,106.42,http://wilson.ci.chef.co/job/chef-server-12-fips-trigger-git_poll/
chef-server-12-trigger-ad_hoc,2015-12,11.93,1351.29,http://wilson.ci.chef.co/job/chef-server-12-trigger-ad_hoc/
chef-server-12-trigger-ad_hoc,2016-01,26.93,112.79,http://wilson.ci.chef.co/job/chef-server-12-trigger-ad_hoc/
chef-server-12-trigger-ad_hoc,2016-02,5.33,102.38,http://wilson.ci.chef.co/job/chef-server-12-trigger-ad_hoc/
chef-server-12-trigger-ad_hoc,2016-03,7.40,107.09,http://wilson.ci.chef.co/job/chef-server-12-trigger-ad_hoc/
chef-server-12-trigger-ad_hoc,2016-04,8.65,99.09,http://wilson.ci.chef.co/job/chef-server-12-trigger-ad_hoc/
chef-server-12-trigger-ad_hoc,2016-05,15.01,85.60,http://wilson.ci.chef.co/job/chef-server-12-trigger-ad_hoc/
chef-server-12-trigger-ad_hoc,2016-06,26.28,98.22,http://wilson.ci.chef.co/job/chef-server-12-trigger-ad_hoc/
chef-server-12-trigger-ad_hoc,2016-07,18.32,118.07,http://wilson.ci.chef.co/job/chef-server-12-trigger-ad_hoc/
chef-server-12-trigger-git_poll,2015-12,6.13,113.74,http://wilson.ci.chef.co/job/chef-server-12-trigger-git_poll/
chef-server-12-trigger-git_poll,2016-01,7.02,116.28,http://wilson.ci.chef.co/job/chef-server-12-trigger-git_poll/
chef-server-12-trigger-git_poll,2016-02,5.36,84.84,http://wilson.ci.chef.co/job/chef-server-12-trigger-git_poll/
chef-server-12-trigger-git_poll,2016-03,2.32,84.30,http://wilson.ci.chef.co/job/chef-server-12-trigger-git_poll/
chef-server-12-trigger-git_poll,2016-04,0.55,96.81,http://wilson.ci.chef.co/job/chef-server-12-trigger-git_poll/
chef-server-12-trigger-git_poll,2016-05,0.00,92.12,http://wilson.ci.chef.co/job/chef-server-12-trigger-git_poll/
chef-server-12-trigger-git_poll,2016-06,5.36,113.81,http://wilson.ci.chef.co/job/chef-server-12-trigger-git_poll/
chef-server-12-trigger-git_poll,2016-07,4.51,126.45,http://wilson.ci.chef.co/job/chef-server-12-trigger-git_poll/
chef-server-12-trigger-release,2016-01,0.00,132.00,http://wilson.ci.chef.co/job/chef-server-12-trigger-release/
chef-server-12-trigger-release,2016-02,0.00,150.37,http://wilson.ci.chef.co/job/chef-server-12-trigger-release/
chef-server-12-trigger-release,2016-03,0.00,114.22,http://wilson.ci.chef.co/job/chef-server-12-trigger-release/
chef-server-12-trigger-release,2016-04,0.00,165.85,http://wilson.ci.chef.co/job/chef-server-12-trigger-release/
chef-server-12-trigger-release,2016-05,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-12-trigger-release/
chef-server-12-trigger-release,2016-06,0.15,153.25,http://wilson.ci.chef.co/job/chef-server-12-trigger-release/
chef-server-12-trigger-release,2016-07,0.00,95.22,http://wilson.ci.chef.co/job/chef-server-12-trigger-release/
chef-server-ha-provisioning-trigger-ad_hoc,2016-05,28.37,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-ad_hoc/
chef-server-ha-provisioning-trigger-ad_hoc,2016-06,29.00,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-ad_hoc/
chef-server-ha-provisioning-trigger-ad_hoc,2016-07,28.11,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-ad_hoc/
chef-server-ha-provisioning-trigger-git_poll,2015-12,0.00,81.37,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-git_poll/
chef-server-ha-provisioning-trigger-git_poll,2016-01,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-git_poll/
chef-server-ha-provisioning-trigger-git_poll,2016-02,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-git_poll/
chef-server-ha-provisioning-trigger-git_poll,2016-03,0.00,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-git_poll/
chef-server-ha-provisioning-trigger-git_poll,2016-04,0.34,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-git_poll/
chef-server-ha-provisioning-trigger-git_poll,2016-05,30.00,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-git_poll/
chef-server-ha-provisioning-trigger-git_poll,2016-06,29.00,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-git_poll/
chef-server-ha-provisioning-trigger-git_poll,2016-07,28.11,0.00,http://wilson.ci.chef.co/job/chef-server-ha-provisioning-trigger-git_poll/
delivery-build,2016-04,1.01,44.47,http://wilson.ci.chef.co/job/delivery-build/
delivery-build,2016-05,3.54,45.52,http://wilson.ci.chef.co/job/delivery-build/
delivery-build,2016-06,1.85,47.88,http://wilson.ci.chef.co/job/delivery-build/
delivery-build,2016-07,0.86,48.99,http://wilson.ci.chef.co/job/delivery-build/
delivery-test,2016-04,0.00,7.51,http://wilson.ci.chef.co/job/delivery-test/
delivery-test,2016-05,0.00,7.65,http://wilson.ci.chef.co/job/delivery-test/
delivery-test,2016-06,0.00,7.79,http://wilson.ci.chef.co/job/delivery-test/
delivery-test,2016-07,0.29,7.82,http://wilson.ci.chef.co/job/delivery-test/
delivery-trigger-ad_hoc,2016-03,12.18,0.00,http://wilson.ci.chef.co/job/delivery-trigger-ad_hoc/
delivery-trigger-ad_hoc,2016-04,15.53,75.62,http://wilson.ci.chef.co/job/delivery-trigger-ad_hoc/
delivery-trigger-ad_hoc,2016-05,1.81,93.76,http://wilson.ci.chef.co/job/delivery-trigger-ad_hoc/
delivery-trigger-ad_hoc,2016-06,5.28,75.96,http://wilson.ci.chef.co/job/delivery-trigger-ad_hoc/
delivery-trigger-ad_hoc,2016-07,0.00,63.78,http://wilson.ci.chef.co/job/delivery-trigger-ad_hoc/
opscode-push-jobs-server-trigger-ad_hoc,2016-07,7.92,138.21,http://wilson.ci.chef.co/job/opscode-push-jobs-server-trigger-ad_hoc/
opscode-push-jobs-server-trigger-git_poll,2016-07,9.76,131.12,http://wilson.ci.chef.co/job/opscode-push-jobs-server-trigger-git_poll/
opscode-push-jobs-server-trigger-nightly-master,2016-07,8.82,230.50,http://wilson.ci.chef.co/job/opscode-push-jobs-server-trigger-nightly-master/
opscode-push-jobs-server-trigger-release,2016-07,0.68,70.48,http://wilson.ci.chef.co/job/opscode-push-jobs-server-trigger-release/
opscode-reporting-trigger-ad_hoc,2015-12,4.92,43.80,http://wilson.ci.chef.co/job/opscode-reporting-trigger-ad_hoc/
opscode-reporting-trigger-ad_hoc,2016-01,1.77,49.90,http://wilson.ci.chef.co/job/opscode-reporting-trigger-ad_hoc/
opscode-reporting-trigger-ad_hoc,2016-02,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-ad_hoc/
opscode-reporting-trigger-ad_hoc,2016-03,13.16,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-ad_hoc/
opscode-reporting-trigger-ad_hoc,2016-04,8.26,115.32,http://wilson.ci.chef.co/job/opscode-reporting-trigger-ad_hoc/
opscode-reporting-trigger-ad_hoc,2016-05,0.00,46.15,http://wilson.ci.chef.co/job/opscode-reporting-trigger-ad_hoc/
opscode-reporting-trigger-ad_hoc,2016-06,0.00,39.28,http://wilson.ci.chef.co/job/opscode-reporting-trigger-ad_hoc/
opscode-reporting-trigger-ad_hoc,2016-07,1.22,50.18,http://wilson.ci.chef.co/job/opscode-reporting-trigger-ad_hoc/
opscode-reporting-trigger-git_poll,2015-12,0.00,53.40,http://wilson.ci.chef.co/job/opscode-reporting-trigger-git_poll/
opscode-reporting-trigger-git_poll,2016-01,0.00,62.87,http://wilson.ci.chef.co/job/opscode-reporting-trigger-git_poll/
opscode-reporting-trigger-git_poll,2016-02,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-git_poll/
opscode-reporting-trigger-git_poll,2016-03,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-git_poll/
opscode-reporting-trigger-git_poll,2016-04,9.19,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-git_poll/
opscode-reporting-trigger-git_poll,2016-05,3.74,47.91,http://wilson.ci.chef.co/job/opscode-reporting-trigger-git_poll/
opscode-reporting-trigger-git_poll,2016-06,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-git_poll/
opscode-reporting-trigger-git_poll,2016-07,3.63,76.77,http://wilson.ci.chef.co/job/opscode-reporting-trigger-git_poll/
opscode-reporting-trigger-nightly-master,2015-12,5.29,77.83,http://wilson.ci.chef.co/job/opscode-reporting-trigger-nightly-master/
opscode-reporting-trigger-nightly-master,2016-01,21.04,79.22,http://wilson.ci.chef.co/job/opscode-reporting-trigger-nightly-master/
opscode-reporting-trigger-nightly-master,2016-02,5.04,80.93,http://wilson.ci.chef.co/job/opscode-reporting-trigger-nightly-master/
opscode-reporting-trigger-nightly-master,2016-03,27.61,80.92,http://wilson.ci.chef.co/job/opscode-reporting-trigger-nightly-master/
opscode-reporting-trigger-nightly-master,2016-04,23.45,148.45,http://wilson.ci.chef.co/job/opscode-reporting-trigger-nightly-master/
opscode-reporting-trigger-nightly-master,2016-05,8.12,146.10,http://wilson.ci.chef.co/job/opscode-reporting-trigger-nightly-master/
opscode-reporting-trigger-nightly-master,2016-06,21.53,147.54,http://wilson.ci.chef.co/job/opscode-reporting-trigger-nightly-master/
opscode-reporting-trigger-nightly-master,2016-07,22.13,154.10,http://wilson.ci.chef.co/job/opscode-reporting-trigger-nightly-master/
opscode-reporting-trigger-release,2015-12,16.32,38.83,http://wilson.ci.chef.co/job/opscode-reporting-trigger-release/
opscode-reporting-trigger-release,2016-01,19.72,47.12,http://wilson.ci.chef.co/job/opscode-reporting-trigger-release/
opscode-reporting-trigger-release,2016-02,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-release/
opscode-reporting-trigger-release,2016-03,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-release/
opscode-reporting-trigger-release,2016-04,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-release/
opscode-reporting-trigger-release,2016-05,0.00,75.43,http://wilson.ci.chef.co/job/opscode-reporting-trigger-release/
opscode-reporting-trigger-release,2016-06,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-release/
opscode-reporting-trigger-release,2016-07,0.00,0.00,http://wilson.ci.chef.co/job/opscode-reporting-trigger-release/
supermarket-build,2016-06,0.00,21.43,http://wilson.ci.chef.co/job/supermarket-build/
supermarket-build,2016-07,0.00,0.00,http://wilson.ci.chef.co/job/supermarket-build/
supermarket-trigger-ad_hoc,2015-12,2.12,133.33,http://wilson.ci.chef.co/job/supermarket-trigger-ad_hoc/
supermarket-trigger-ad_hoc,2016-01,0.00,128.72,http://wilson.ci.chef.co/job/supermarket-trigger-ad_hoc/
supermarket-trigger-ad_hoc,2016-02,0.00,99.09,http://wilson.ci.chef.co/job/supermarket-trigger-ad_hoc/
supermarket-trigger-ad_hoc,2016-03,0.00,122.78,http://wilson.ci.chef.co/job/supermarket-trigger-ad_hoc/
supermarket-trigger-ad_hoc,2016-04,3.91,117.74,http://wilson.ci.chef.co/job/supermarket-trigger-ad_hoc/
supermarket-trigger-ad_hoc,2016-05,0.67,130.85,http://wilson.ci.chef.co/job/supermarket-trigger-ad_hoc/
supermarket-trigger-ad_hoc,2016-06,0.00,111.20,http://wilson.ci.chef.co/job/supermarket-trigger-ad_hoc/
supermarket-trigger-ad_hoc,2016-07,0.00,154.83,http://wilson.ci.chef.co/job/supermarket-trigger-ad_hoc/
supermarket-trigger-git_poll,2015-12,0.00,65.99,http://wilson.ci.chef.co/job/supermarket-trigger-git_poll/
supermarket-trigger-git_poll,2016-01,3.45,55.52,http://wilson.ci.chef.co/job/supermarket-trigger-git_poll/
supermarket-trigger-git_poll,2016-02,3.03,88.46,http://wilson.ci.chef.co/job/supermarket-trigger-git_poll/
supermarket-trigger-git_poll,2016-03,0.00,52.17,http://wilson.ci.chef.co/job/supermarket-trigger-git_poll/
supermarket-trigger-git_poll,2016-04,0.00,71.60,http://wilson.ci.chef.co/job/supermarket-trigger-git_poll/
supermarket-trigger-git_poll,2016-05,0.00,73.06,http://wilson.ci.chef.co/job/supermarket-trigger-git_poll/
supermarket-trigger-git_poll,2016-06,2.97,132.00,http://wilson.ci.chef.co/job/supermarket-trigger-git_poll/
supermarket-trigger-git_poll,2016-07,0.85,86.06,http://wilson.ci.chef.co/job/supermarket-trigger-git_poll/
supermarket-trigger-nightly-master,2015-12,0.00,53.86,http://wilson.ci.chef.co/job/supermarket-trigger-nightly-master/
supermarket-trigger-nightly-master,2016-01,1.00,108.68,http://wilson.ci.chef.co/job/supermarket-trigger-nightly-master/
supermarket-trigger-nightly-master,2016-02,1.01,125.11,http://wilson.ci.chef.co/job/supermarket-trigger-nightly-master/
supermarket-trigger-nightly-master,2016-03,0.00,186.20,http://wilson.ci.chef.co/job/supermarket-trigger-nightly-master/
supermarket-trigger-nightly-master,2016-04,1.26,146.64,http://wilson.ci.chef.co/job/supermarket-trigger-nightly-master/
supermarket-trigger-nightly-master,2016-05,0.00,155.76,http://wilson.ci.chef.co/job/supermarket-trigger-nightly-master/
supermarket-trigger-nightly-master,2016-06,4.00,171.02,http://wilson.ci.chef.co/job/supermarket-trigger-nightly-master/
supermarket-trigger-nightly-master,2016-07,2.28,173.07,http://wilson.ci.chef.co/job/supermarket-trigger-nightly-master/
supermarket-trigger-release,2015-12,0.10,130.77,http://wilson.ci.chef.co/job/supermarket-trigger-release/
supermarket-trigger-release,2016-01,0.62,129.31,http://wilson.ci.chef.co/job/supermarket-trigger-release/
supermarket-trigger-release,2016-02,0.00,155.19,http://wilson.ci.chef.co/job/supermarket-trigger-release/
supermarket-trigger-release,2016-03,0.00,112.76,http://wilson.ci.chef.co/job/supermarket-trigger-release/
supermarket-trigger-release,2016-04,0.09,200.97,http://wilson.ci.chef.co/job/supermarket-trigger-release/
supermarket-trigger-release,2016-05,0.00,141.93,http://wilson.ci.chef.co/job/supermarket-trigger-release/
supermarket-trigger-release,2016-06,3.05,259.89,http://wilson.ci.chef.co/job/supermarket-trigger-release/
supermarket-trigger-release,2016-07,0.15,172.50,http://wilson.ci.chef.co/job/supermarket-trigger-release/
